City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
217,khanbari,27.3747,87.2039,20.470000000000027,41,3,1.44,NP,1733899679
218,tazovsky,67.4667,78.7,-11.669999999999959,94,100,6.59,RU,1733899680
219,al mindak,20.1588,41.2834,16.57000000000005,21,0,1.71,SA,1733899681
220,sisimiut,66.9395,-53.6735,-12.620000000000005,83,3,4.03,GL,1733899682
221,lhasa,29.65,91.1,11.990000000000009,6,3,3.7,CN,1733899408
222,darwin,-12.4611,130.8418,33.99000000000001,55,20,4.63,AU,1733899412
223,vung tau,10.346,107.0843,26.210000000000036,81,100,0.41,VN,1733899685
224,portsmouth,50.799,-1.0913,6.650000000000034,70,100,2.24,GB,1733899686
225,selfoss,63.9331,-20.9971,2.330000000000041,81,100,4.45,IS,1733899689
226,kas,36.2018,29.6377,16.960000000000036,69,100,2.45,TR,1733899690
227,basco,20.4487,121.9702,24.970000000000027,75,100,8.44,PH,1733899691
228,mao,39.8885,4.2658,9.310000000000002,93,75,3.09,ES,1733899684
229,fallon,39.4735,-118.7774,-7.069999999999993,63,75,0.0,US,1733899693
230,tual,-5.6667,132.75,28.99000000000001,72,100,0.9,ID,1733899694
231,whistler,50.1164,-122.9695,0.6200000000000045,80,100,1.09,CA,1733899695
232,mirny,62.5353,113.9611,-13.689999999999998,89,100,5.86,RU,1733899696
233,bikenibeu village,1.3673,173.1241,28.980000000000018,84,75,3.09,KI,1733899698
234,touros,-5.1989,-35.4608,25.74000000000001,79,12,4.82,BR,1733899699
235,kavaratti,10.5669,72.642,27.760000000000048,75,100,4.13,IN,1733899700
236,ansalta,42.6894,46.1178,6.300000000000011,63,65,1.68,RU,1733899701
237,metlili chaamba,32.2667,3.6333,5.520000000000039,56,0,4.12,DZ,1733899702
238,colonia,50.9333,6.95,4.140000000000043,84,100,2.57,DE,1733899569
239,kabompo,-13.5927,24.2008,28.05000000000001,42,89,4.71,ZM,1733899704
240,nizhnesortymskiy,62.4397,71.7603,-8.289999999999964,94,100,7.8,RU,1733899705
241,cabo san lucas,22.8909,-109.9124,18.200000000000045,53,83,3.84,MX,1733899706
242,miranda,3.2499,-76.2281,18.010000000000048,85,45,1.78,CO,1733899710
243,tan-tan,28.438,-11.1032,13.970000000000027,71,20,4.63,MA,1733899711
244,ilebo,-4.3167,20.5833,24.49000000000001,84,100,0.95,CD,1733899712
245,san felipe,10.3399,-68.7425,20.430000000000007,98,30,0.91,VE,1733899713
246,quatre cocos,-20.2078,57.7625,27.060000000000002,80,65,7.99,MU,1733899715
247,northam,51.0333,-4.2167,6.420000000000016,74,100,7.48,GB,1733899716
248,sarmiento,-45.5882,-69.07,11.720000000000027,65,2,2.19,AR,1733899717
249,pontes e lacerda,-15.2261,-59.3353,22.640000000000043,95,100,0.49,BR,1733899718
250,bhamo,24.2667,97.2333,28.33000000000004,34,96,1.01,MM,1733899719
251,ghumarwin,31.45,76.7167,21.24000000000001,10,50,2.89,IN,1733899720
252,belmonte,-15.8631,-38.8828,23.920000000000016,85,19,4.83,BR,1733899721
253,qandala,11.472,49.8728,26.180000000000007,58,9,5.14,SO,1733899722
254,dakhla,23.6848,-15.958,18.010000000000048,63,0,5.66,EH,1733899723
